date,state,notes
2020-05-09,PE,"Total de dados do boletim do dia. Municípios atualizados com csv do IRRD - que disponibilizou os dados completos municipais.
Total de dados do boletim do dia. Municípios atualizados com csv do IRRD (que disponibilizou os dados completos municipais)."
2020-05-09,PE,"Total de dados do boletim do dia. Municípios atualizados com csv do IRRD - que disponibilizou os dados completos municipais.
Total de dados do boletim do dia. Municípios atualizados com csv do IRRD (que disponibilizou os dados completos municipais)."
2020-05-09,PI,
2020-05-09,PI,Atualizado até 19h
2020-05-09,PR,Um caso confirmado na data de 07/5 em Jataizinho foi transferido para Londrina.
2020-05-09,RJ,
2020-05-09,RO,
2020-05-09,RR,
2020-05-09,RR,
2020-05-09,RS,
2020-05-09,SC,
2020-05-09,SC,
2020-05-09,SE,
2020-05-09,SE,
2020-05-09,SP,Números extraídos da SEADE.
2020-05-09,SP,Boletim  do CVE não saiu até às 22h do sábado
2020-05-09,TO,
2020-05-08,AC,
2020-05-08,AL,
2020-05-08,AL,
2020-05-08,AL,
2020-05-08,AM,
2020-05-08,AP,
2020-05-08,BA,De acordo com o boletim Capim Grosso possui 2 casos confirmados e 3 óbitos
2020-05-08,BA,"*Observações*
Ontem Serolândia tinha 1 caso registrado no boletim, hoje não tem. Aí ficou com 0/0
Ilhéus passou de 12 para 11 mortos.
De acordo com o boletim Capim Grosso possui 2 casos confirmados e 3 óbitos."
2020-05-08,CE,
2020-05-08,DF,"Distribuição de caso disponível na tabela 1, pagina 1 do Boletim. 
Constam 170 casos de outros estados e 55 estão em investigação (sem determinação de região)"
2020-05-08,ES,
2020-05-08,ES,
2020-05-08,GO,Há dados históricos que não foram declarados no relatório de hoje. Não foram informados os números de mortes e casos importados/indefinidos.
2020-05-08,GO,Há dados históricos que não foram declarados no relatório de hoje. Não foram informados os números de mortes e casos importados/indefinidos.
2020-05-08,MA,
2020-05-08,MG,"Município de Nova Lima apresentou redução de casos em relação ao boletim anterior, de 94 para 92. O mesmo ocorreu em Santos Dumont, reduzindo de 19 casos para 17. O boletim não informa o motivo dessas alterações"
2020-05-08,MS,
2020-05-08,MT,"No boletim de hoje, 08/05, a SES reduziu 1 caso em Chapada dos Guimarães que havia sido contabilizado em duplicidade."
2020-05-08,MT,"O município de Chapada dos Guimarães apresentou redução de 4 casos para 3 casos neste boletim, em função de publicação de caso em duplicidade. O dado foi corrigido no boletim anterior."
2020-05-08,PA,"Fonte: Vigilância Epidemiológica - SESPA  - Atualizado em 08/05/2020 às 19:05h
Atualizado em 08/05/2020 às 19:05h"
2020-05-08,PB,
2020-05-08,PE,"Total do boletim do dia (post no Instagram). Municípios da véspera, aguardando atualização no painel."
2020-05-08,PE,Dados da base aberta da Secretaria de Planejamento. A Secretaria de Saúde deixou de informar as cidades dos casos leves da doença no boletim diário
2020-05-08,PI,Atualizado até as 18h45
2020-05-08,PI,
2020-05-08,PR,
2020-05-08,RJ,
2020-05-08,RN,Dados do dia 8 publicados no dia 9.
2020-05-08,RO,
2020-05-08,RR,
2020-05-08,RR,
2020-05-08,RS,
2020-05-08,SC,
2020-05-08,SC,
2020-05-08,SE,
2020-05-08,SE,
2020-05-08,SE,
2020-05-08,SP,
2020-05-08,TO,"A soma total é 573, mas o boletim do TO traz 572"
2020-05-07,AC,
2020-05-07,AL,
2020-05-07,AL,
2020-05-07,AL,
2020-05-07,AM,
2020-05-07,AP,
2020-05-07,AP,
2020-05-07,BA,
2020-05-07,CE,
2020-05-07,DF,
2020-05-07,ES,
2020-05-07,ES,
2020-05-07,GO,"SES-GO publicou planilha em formato diferente (pdf com configuração de texto alterada). Há um óbito a menos, assim como cidades que possuíam casos confirmados há semanas que não estão na lista.
Boletim não contém detalhamento sobre importados/indefinidos."
2020-05-07,GO,"SES-GO publicou planilha em formato diferente (pdf com configuração de texto alterada). Há um óbito a menos, assim como cidades que possuíam casos confirmados há semanas que não estão na lista.
Boletim não contém detalhamento sobre importados/indefinidos."
2020-05-07,MA,
2020-05-07,MG,"Município de Jequitinhonha não aparece neste boletim, embora estivesse contabilizado no boletim anterior com 1 caso. Município de Timóteo apresentou redução de 12 para 11 casos, e Uberaba, de 58 para 56. O boletim não informa o motivo dessas alterações."
2020-05-07,MS,
2020-05-07,MT,"O município de Chapada dos Guimarães foi registrado com 4 casos no dia 07/05, porém em boletim de 08/05 foi informada a duplicidade de publicação de 1 caso. Dessa forma, o número de casos foi atualizado para 3.
No boletim de 08/05 a SES informou que 1 caso de Chapada dos Guimarães havia sido notificado em duplicidade. Por isso, esse 1 caso desse município foi retirado nesta nova planilha."
2020-05-07,MT,"O município de Chapada dos Guimarães foi registrado com 4 casos no dia 07/05, porém em boletim de 08/05 foi informada a duplicidade de publicação de 1 caso. Dessa forma, o número de casos foi atualizado para 3.
No boletim de 08/05 a SES informou que 1 caso de Chapada dos Guimarães havia sido notificado em duplicidade. Por isso, esse 1 caso desse município foi retirado nesta nova planilha."
2020-05-07,PA,Atualizado em 07/05/2020 às 21:02h
2020-05-07,PB,
2020-05-07,PE,Dados da base aberta da Secretaria de Planejamento. A Secretaria de Saúde deixou de informar as cidades dos casos leves da doença no boletim diário
2020-05-07,PE,Total do estado do boletim do dia. Dados municipais atualizados com painel da Seplag.
2020-05-07,PI,
2020-05-07,PI,Atualizado até as 21h57
2020-05-07,PR,"(1) Um caso confirmado por laboratório particular na data de 01/5 de Curitiba foi transferido para Piraquara.

(2) Um caso confirmado na data de 27/4 de Guarapuava foi excluído por duplicidade de notificação.

(3) Um caso confirmado na data de 5/5 de Rio Branco do Sul foi transferido para Itaperuçu."
2020-05-07,RJ,
2020-05-07,RN,Boletim do dia 7 com municípios não foi divulgado até as 22h20 do dia 8.
2020-05-07,RO,
2020-05-07,RR,
2020-05-07,RR,
2020-05-07,RS,
2020-05-07,SC,
2020-05-07,SC,
2020-05-07,SE,
2020-05-07,SE,Atualizado em 8 de maio de 2020 às 08:22
2020-05-07,SP,
2020-05-07,SP,
2020-05-07,TO,Foi excluído o caso da cidade de Filadelfia
2020-05-06,AC,
2020-05-06,AL,
2020-05-06,AL,
2020-05-06,AL,
2020-05-06,AM,
2020-05-06,AP,
2020-05-06,BA,
2020-05-06,CE,
2020-05-06,DF,"Dados sobre outros estados ou indeterminados - tabela 1, pagina 2."
2020-05-06,ES,
2020-05-06,ES,
2020-05-06,GO,"A SES-GO não detalhou os casos por município. Tentei contato por telefone, e-mail e twitter, porém não tive resposta.
SES-GO não divulgou os casos por município."
2020-05-06,MA,O município de Anajatuba reduziu um caso e Colinas teve caso remanejado para São Luís.
2020-05-06,MG,Estiva apresentou redução em 1 caso quando comparado ao boletim anterior. O boletim não informa o motivo dessa alteração.
2020-05-06,MS,
2020-05-06,MT,1 caso no município de Jaciara foi transferido para São Pedro da Cipa. Dado foi corrigido no boletim anterior (05/05)
2020-05-06,MT,"1 caso no município de Jaciara foi transferido para São Pedro da Cipa. Dado foi corrigido no boletim anterior (05/05)
No boletim de 06/05 a SES informou que 1 caso registrado no município de Jaciara no boletim nº 58 de 05/05 é residente de São Pedro da Cipa. Assim, Jaciara está com 1 caso a menos neste boletim."
2020-05-06,MT,"No boletim de 06/05 a SES informou que 1 caso registrado no município de Jaciara no boletim nº 58 de 05/05 é residente de São Pedro da Cipa. Assim, Jaciara está com 1 caso a menos neste boletim."
2020-05-06,PA,"Atualizado em 06/05/2020 às 22:07h
Fonte: Vigilância Epidemiológica - SESPA  - Atualizado em 06/05/2020 às 21:27h"
2020-05-06,PB,
2020-05-06,PE,"Total do estado do boletim do dia. Aguardando correção na divulgação dos municípios no painel, que não está informando todos os municípios."
2020-05-06,PE,"Total do estado do boletim do dia. Aguardando correção na divulgação dos municípios no painel, que não está informando todos os municípios."
2020-05-06,PI,
2020-05-06,PI,Atualizado até as 21h47
2020-05-06,PR,(1) Um caso confirmado na data de 21/4 de Guarapuava foi excluído pela investigação epidemiológica.
2020-05-06,RJ,
2020-05-06,RN,Dados do dia 6 publicados dia 7
2020-05-06,RO,
2020-05-06,RR,
2020-05-06,RS,
2020-05-06,SC,
2020-05-06,SC,
2020-05-06,SE,
2020-05-06,SE,
2020-05-06,SP,
2020-05-06,TO,Um caso de Wanderlândia foi notificado agora para o município de Araguaína
2020-05-06,TO,"07 de Maio de 2020, às 12:00h"
2020-05-05,AC,
2020-05-05,AL,
2020-05-05,AL,
2020-05-05,AL,
2020-05-05,AM,
2020-05-05,AP,
2020-05-05,BA,
2020-05-05,CE,
2020-05-05,DF,"Casos importados ou indefinidos: Tabela 1. pagina 1.
Boletim publicado em um novo formato. Foram considerados os números da tabela de distribuição dos Estados."
2020-05-05,ES,
2020-05-05,ES,
2020-05-05,GO,A Secretaria de Saúde de Goiás publicou hoje na notícia e no relatório em pdf que há 1 caso em Santa Fé de Goiás e não há casos em Jussara (como havia ontem). Estou deixando Jussara com 0.
2020-05-05,GO,A Secretaria de Saúde de Goiás publicou hoje na notícia e no relatório em pdf que há 1 caso em Santa Fé de Goiás e não há casos em Jussara (como havia ontem). Estou deixando Jussara com 0.
2020-05-05,MA,
2020-05-05,MG,"Ituiutaba apresentou redução de casos, de 4 no boletim anterior para 3 no atual. De modo semelhante, Teófilo Otoni também apresentou redução, de 18 para 17 casos. O boletim não informa o motivo dessas alterações."
2020-05-05,MS,
2020-05-05,MT,"Município de Jaciara foi informado inicialmente com 10 casos, mas essa informação foi corrigida no boletim do dia seguinte (06/05), passando para 9 casos e transferindo 1 caso para São Pedro da Cipa.
No boletim de 06/05 a SES informou uma errata de que 1 caso de Jaciara registrado no boletim anterior, de 05/05, é residente de São Pedro da Cipa.  Esta planilha corrige essa informação."
2020-05-05,MT,"Município de Jaciara foi informado inicialmente com 10 casos, mas essa informação foi corrigida no boletim do dia seguinte (06/05), passando para 9 casos e transferindo 1 caso para São Pedro da Cipa.
No boletim de 06/05 a SES informou uma errata de que 1 caso de Jaciara registrado no boletim anterior, de 05/05, é residente de São Pedro da Cipa.  Esta planilha corrige essa informação."
2020-05-05,PA,"Fonte: Vigilância Epidemiológica - SESPA  - Atualizado em 05/05/2020 às 19:17h
Atualizado em 05/05/2020 às 18:33h"
2020-05-05,PB,
2020-05-05,PE,"Total do estado do boletim do dia. Municípios com dados da véspera, aguardando atualização no painel."
2020-05-05,PE,Dados da Secretaria de Planejamento. A Secretaria de Saúde deixou de informar as cidades dos casos leves da doença
2020-05-05,PI,Atualizado até a 0h
2020-05-05,PI,
2020-05-05,PR,"(1) 3 casos confirmados por laboratório particular nas datas de 25/4(1) 26/4(2) de Londrina, foram transferidos para Cambé.

(2) Um caso confirmado por laboratório particular na data de 26/4 de Londrina foi transferido para Guaraci.

(3) Um caso confirmado em 28/4 de Carlópolis foi transferido para o município de Fartura/SP.

(4) Um caso confirmado em 13/4 de Cascavel foi excluído por duplicidade.

(5) Um caso confirmado em 30/4 de São João do Caiuá foi excluído a pedido do município."
2020-05-05,RJ,
2020-05-05,RN,Dados do dia 5 publicados dia 6
2020-05-05,RO,
2020-05-05,RR,
2020-05-05,RR,
2020-05-05,RS,
2020-05-05,SC,
2020-05-05,SC,
2020-05-05,SE,
2020-05-05,SE,
2020-05-05,SP,
2020-05-05,TO,Boletim do dia seguinte: divulga dados do dia anterior.
2020-05-04,AC,
2020-05-04,AL,
2020-05-04,AL,
2020-05-04,AL,
2020-05-04,AM,
2020-05-04,AP,
2020-05-04,BA,
2020-05-04,CE,
2020-05-04,DF,Casos importados ou indefinidos: Tabela 2. pagina 5.  Nota de rodapé - Casos de outras UF e sem informação de UF de residência.
2020-05-04,ES,"Guarapari com menos uma morte, comparado com o dia 3/05/2020"
2020-05-04,ES,"Guarapari com menos uma morte, comparado com o dia 3/05/2020"
2020-05-04,GO,"A notícia anunciou que Santa Fé de Goiás tinha 1 caso e nenhum no município de Jussara. No entanto, no pdf havia 1 caso em Jussara e 0 em Santa Fé de Goiás. Escolhi os valores do pdf e deixei Santa Fé de Goiás com 0.
Há divergência entre os municípios divulgados na notícia e no PDF. Foram considerados os dados do PDF."
2020-05-04,GO,"A notícia anunciou que Santa Fé de Goiás tinha 1 caso e nenhum no município de Jussara. No entanto, no pdf havia 1 caso em Jussara e 0 em Santa Fé de Goiás. Escolhi os valores do pdf e deixei Santa Fé de Goiás com 0.
Há divergência entre os municípios divulgados na notícia e no PDF. Foram considerados os dados do PDF."
2020-05-04,MA,
2020-05-04,MA,
2020-05-04,MG,
2020-05-04,MS,
2020-05-04,MT,Boletim informa que o município de Rondonópolis enviou dados referentes ao boletim 56 (de 03/05).
2020-05-04,PA,"Atualizado em 04/05/2020 às 19:15h
Fonte: Vigilância Epidemiológica - SESPA  - Atualizado em 04/05/2020 às 19:15h"
2020-05-04,PB,"Apesar do boletim mostrar apenas um caso pra Princesa Isabel, entramos em contato com a secretaria e nos disseram que eram dois casos."
2020-05-04,PE,Total do estado do boletim do dia. Municípios atualizados com csv do painel do dia seguinte.
2020-05-04,PE,Dados da base da Secretaria de Planejamento. A Secretaria de Saúde deixou de divulgar as cidades de casos leves da doença
2020-05-04,PE,Total do estado do boletim do dia. Municípios atualizados com csv do painel do dia seguinte.
2020-05-04,PI,
2020-05-04,PI,Atualizado até as 21h27
2020-05-04,PR,
2020-05-04,PR,
2020-05-04,RJ,
2020-05-04,RN,Dados referentes ao dia 4 de maio publicados no dia 5 de maio
2020-05-04,RO,
2020-05-04,RR,Atualizado em 04/05/2020 às 22:57
2020-05-04,RS,
2020-05-04,SC,
2020-05-04,SC,
2020-05-04,SE,"óbitos estão sendo listados em outro link, https://todoscontraocorona.net.br/wp-content/uploads/2020/05/Boletim-di%C3%A1rio-corona-04_05_2020-_1_.pdf"
2020-05-04,SP,
2020-05-04,TO,Boletim do dia seguinte: divulga dados do dia anterior.
2020-05-03,AC,
2020-05-03,AL,
2020-05-03,AL,
2020-05-03,AM,
2020-05-03,AP,
2020-05-03,BA,
2020-05-03,CE,
2020-05-03,CE,
2020-05-03,DF,
2020-05-03,ES,
2020-05-03,ES,
2020-05-03,GO,
2020-05-03,GO,
2020-05-03,MA,"Magalhães de Almeida teve a redução de um caso confirmado, que fora duplicado pela SES"
2020-05-03,MG,"O município de Ouro Branco não apresentou casos registrados neste boletim, apesar de registro do dia anterior apontar a existência de 1 caso. O boletim não informa o motivo dessa alteração."
2020-05-03,MS,
2020-05-03,MT,"O boletim informa redução de 1 caso em Lucas do Rio Verde, ocorrida no dia 02/05, por transferência deste caso em município de outro estado."
2020-05-03,PA,"Atualizado em 03/05/2020 às 15:40h
Fonte: Vigilância Epidemiológica - SESPA  - Atualizado em 03/05/2020 às 15:40h"
2020-05-03,PB,
2020-05-03,PE,Dados da Secretaria de Planejamento. A Secretaria de Saúde parou e divulgar as cidades dos casos leves da doença
2020-05-03,PE,Total do estado do boletim do dia. Municipios atualizados com csv do painel do dia seguinte.
2020-05-03,PE,Total do estado do boletim do dia. Municipios atualizados com csv do painel do dia seguinte.
2020-05-03,PI,
2020-05-03,PI,
2020-05-03,PR,
2020-05-03,RJ,Vassouras com menos 1 caso confirmado e menos 1 caso de morte comparado ao dia 02/05
2020-05-03,RN,Dados do dia 3 publicados no dia 4. Boletim com municípios discriminados mais recentes desde 30 de abril.
2020-05-03,RO,http://covid19.sesau.ro.gov.br/Home/Obitos
2020-05-03,RR,
2020-05-03,RS,
2020-05-03,RS,
2020-05-03,SC,
2020-05-03,SC,
2020-05-03,SE,
2020-05-03,SP,
2020-05-03,TO,Boletim do dia seguinte - divulga dados do dia anterior
2020-05-02,AC,
2020-05-02,AL,
2020-05-02,AL,
2020-05-02,AL,
2020-05-02,AM,
2020-05-02,AP,
2020-05-02,BA,"Ipiaú passou para 1 óbito cofirmado. No boletim informa que: ""*Após Investigação Epidemiológica verificou-se que 01 dos óbitos de Ipiaú trata-se de residente de Jequié;"
2020-05-02,CE,
2020-05-02,CE,
2020-05-02,DF,"O boletim contém erro na totalização. Para casos confirmados, a soma: (A) casos de residentes no DF com RA conhecida (1499); (B) casos de residentes no DF sem RA conhecida (22); (C) casos de residentes em outras UFs (79); (D) casos sem informação de UF (12). A+B+C+D dá um total de 1.612 casos. Mas no boletim está escrito que o total de casos confirmados é 1.605.
Boletim com erro na soma de casos. O número de casos importaados foi considerado como a diferença entre o total e os casos confirmados no DF."
2020-05-02,ES,
2020-05-02,ES,
2020-05-02,GO,
2020-05-02,GO,
2020-05-02,MA,
2020-05-02,MG,"O município de Brasília de Minas apresentou redução de casos, de 6 no boletim anterior para 5 no atual. Município de Paracatu também apresentou redução de casos, de 17 para 16. O boletim não informa o motivo dessas alterações."
2020-05-02,MS,
2020-05-02,MS,
2020-05-02,MT,"Município da Tangará da Serra teve redução de 1 caso por erro de duplicidade. Também houve redução de casos em Lucas do Rio Verde, de 8 casos para 7 casos. O boletim informa que este caso era residente em outro município, mas não informa qual."
2020-05-02,PA,"Fonte: Vigilância Epidemiológica - SESPA  - Atualizado em 02/05/2020 às 19:37h
Atualizado em 02/05/2020 às 19:37h"
2020-05-02,PB,
2020-05-02,PE,Dados da Secretaria de Planejamento. A Secretaria de Saúde parou de divulgar a localização dos casos leves da doença no boletim diário
2020-05-02,PE,Total do estado do boletim do dia. Municipios atualizados com csv do painel do dia seguinte.
2020-05-02,PE,Total do estado do boletim do dia. Municipios atualizados com csv do painel do dia seguinte.
2020-05-02,PI,
2020-05-02,PI,atualizado até as 23h15
2020-05-02,PR,
2020-05-02,RJ,
2020-05-02,RN,Boletim publicado no dia 4 com dados do dia 2
2020-05-02,RO,
2020-05-02,RO,
2020-05-02,RS,
2020-05-02,SC,
2020-05-02,SE,
2020-05-02,SP,
2020-05-02,TO,"Dados de 2/5, publicados em 3/5"
2020-05-01,AC,
2020-05-01,AL,
2020-05-01,AL,
2020-05-01,AM,
2020-05-01,AM,
2020-05-01,AP,
2020-05-01,BA,Amélia Rodrigues reduziu de 5 para 4 casos confirmados. Camaçari reduziu de 46 para 44 casos confirmados.
2020-05-01,CE,
2020-05-01,CE,
2020-05-01,DF,
2020-05-01,ES,
2020-05-01,ES,
2020-05-01,GO,
2020-05-01,GO,
2020-05-01,MA,
2020-05-01,MG,
2020-05-01,MS,
2020-05-01,MT,"O município de Tangará da Serra apresentou redução de 1 caso por publicação em duplicidade, conforme informado no boletim de 02/05. O boletim de 03/05 informa que ocorreu redução de 1 caso em Lucas do Rio Verde, que foi transferido para um município de outro estado. As informações foram corrigidas e atualizadas neste boletim.
No boletim de 03/05 a SES esclareceu que um caso de Lucas do Rio Verde foi identificado posteriormente como sendo de um município de outro Estado. Nesta versão, a correção foi feita tirando 1 caso de Lucas do Rio Verde e adicionando 1 em ""importados/indefinidos"""
2020-05-01,MT,"O município de Tangará da Serra apresentou redução de 1 caso por publicação em duplicidade, conforme informado no boletim de 02/05. O boletim de 03/05 informa que ocorreu redução de 1 caso em Lucas do Rio Verde, que foi transferido para um município de outro estado. As informações foram corrigidas e atualizadas neste boletim."
2020-05-01,MT,"O município de Tangará da Serra apresentou redução de 1 caso por publicação em duplicidade, conforme informado no boletim de 02/05. O boletim de 03/05 informa que ocorreu redução de 1 caso em Lucas do Rio Verde, que foi transferido para um município de outro estado. As informações foram corrigidas e atualizadas neste boletim.
No boletim de 03/05 a SES esclareceu que um caso de Lucas do Rio Verde foi identificado posteriormente como sendo de um município de outro Estado. Nesta versão, a correção foi feita tirando 1 caso de Lucas do Rio Verde e adicionando 1 em ""importados/indefinidos"""
2020-05-01,PA,Fonte: Vigilância Epidemiológica - SESPA  - Atualizado em 01/05/2020 às 17:51h
2020-05-01,PB,
2020-05-01,PE,Total do estado do boletim do dia. Municipios atualizados com csv do painel do dia seguinte.
2020-05-01,PE,Total do estado do boletim do dia. Municipios atualizados com csv do painel do dia seguinte.
2020-05-01,PE,Dados da base da Secretaria de Planejamento. A Secretaria de Saúde deixou de informar o local dos casos leves da doença
2020-05-01,PI,
2020-05-01,PI,
2020-05-01,PR,
2020-05-01,RJ,
2020-05-01,RN,"O boletim destaca 1359 no total de casos confirmados, mas o certo é 1366. Esse número destacada não leva em consideração os 7 casos importados. Mas no mesmo boletim tem uma tabela que mostra total de 1366"
2020-05-01,RO,
2020-05-01,RO,Novo painel de RO
2020-05-01,RS,
2020-05-01,SC,"Número de casos e mortes foi menor do que o dia anterior devido à casos duplicados no sistema do estado.
A Secretaria de Estado da Saúde explica que a redução no número em relação ao divulgado no dia anterior se deve à correção de casos que estavam registrados em duplicidade, fato ocorrido quando o painel do Governo do Estado integrou dados de outros sistemas do Ministério da Saúde, como o Sistema de Laboratório, o e-SUS VE e SIVEP Gripe."
2020-05-01,SE,Atualizado em 2 de maio de 2020 às 08:06
2020-05-01,SP,
2020-05-01,TO,
2020-05-01,TO,"Atualizado em: 01 de Maio de 2020, às 20:56h"
2020-04-30,AC,
2020-04-30,AC,
2020-04-30,AL,
2020-04-30,AL,
2020-04-30,AM,
2020-04-30,AM,
2020-04-30,AP,
2020-04-30,BA,
2020-04-30,CE,
2020-04-30,CE,
2020-04-30,DF,
2020-04-30,ES,
2020-04-30,ES,Anchieta aparece com menos 1 caso confirmado comparado ao dia 30/04
2020-04-30,GO,
2020-04-30,GO,
2020-04-30,MA,
2020-04-30,MG,
2020-04-30,MG,"Município de São João Del Rei apresentou redução de casos, de 6 no boletim anterior para 5 no atual. O boletim não informa o motivo dessa alteração."
2020-04-30,MS,
2020-04-30,MT,
2020-04-30,MT,
2020-04-30,PA,"Fonte: Vigilância Epidemiológica - SESPA  - Atualizado em 30/04/2020 às 19:18h
Atualizado em 30/04/2020 às 19:18h"
2020-04-30,PB,
2020-04-30,PE,"Dados da base da Secretaria de Planejamento. A Secretaria de Saúde deixou de divulgar as cidades dos casos leves da doença
Total do estado do boletim do dia. Municipios atualizados com csv do painel do dia seguinte."
2020-04-30,PE,Total do estado do boletim do dia. Municipios atualizados com csv do painel do dia seguinte.
2020-04-30,PI,
2020-04-30,PI,Atualizado até 22h45
2020-04-30,PR,
2020-04-30,RJ,Valença com menos 1 caso confirmado comparado com o dia anterior (29/04)
2020-04-30,RN,Boletim publicado no dia 2 de maio. Dados são do dia 30 de abril
2020-04-30,RO,4 casos importados de outras UF lançados como Importados/Indefinidos
2020-04-30,RR,Atualizado em 30/04/2020 às 00:50
2020-04-30,RS,
2020-04-30,SC,
2020-04-30,SE,
2020-04-30,SP,
2020-04-30,TO,"Atualizado em: 30 de Abril de 2020, às 20:35h"
2020-04-30,TO,
2020-04-29,AC,
2020-04-29,AL,
2020-04-29,AL,
2020-04-29,AM,
2020-04-29,AM,
2020-04-29,AP,
2020-04-29,BA,
2020-04-29,CE,https://github.com/luiseduardobr1/covid19-Ceara/blob/master/integraSUS_Municipios_CE/municipios_2020-04-29_20_26_28.csv e https://github.com/luiseduardobr1/covid19-Ceara/blob/master/boletins/integrasus_29_04_2020.pdf
2020-04-29,DF,"O boletim contém erro na totalização. Para casos confirmados, a soma: (A) casos de residentes no DF com RA conhecida (1222); (B) casos de residentes no DF sem RA conhecida (15); (C) casos de residentes em outras UFs (62); (D) casos sem informação de UF (15). A+B+C+D dá um total de 1.314 casos. Mas no boletim está escrito que o total de casos confirmados é 1.313."
2020-04-29,ES,
2020-04-29,ES,
2020-04-29,GO,
2020-04-29,GO,
2020-04-29,MA,
2020-04-29,MG,"Município de Além Paraíba apresentou redução no número de casos, de 3 no boletim anterior para 2 no atual. Município de Manhumirim não aparece neste boletim, apesar do registro de 1 caso em boletim anterior. O boletim não informa os motivos dessas alterações."
2020-04-29,MS,
2020-04-29,MT,
2020-04-29,PA,
2020-04-29,PB,Catingueira diminuiu um caso.
2020-04-29,PE,Dados da base da Secretaria  de Planejamento. A Secretaria de Saúde deixou de divulgar os municípios onde estão localizados os casos leves da doença
2020-04-29,PE,Total do estado do boletim do dia. Municipios atualizados com csv do painel do dia seguinte.
2020-04-29,PE,Total do estado do boletim do dia. Municipios atualizados com csv do painel do dia seguinte.
2020-04-29,PI,
2020-04-29,PI,Atualizado até as 22h30
2020-04-29,PR,
2020-04-29,RJ,Armação dos Búzios com menos casos do que ontem
2020-04-29,RN,Dados do dia 29 publicados dia 30
2020-04-29,RN,Dados do dia 29 publicados dia 30
2020-04-29,RO,Mudança de um confirmado de Itapuã para Urupá
2020-04-29,RR,
2020-04-29,RS,
2020-04-29,SC,
2020-04-29,SP,
2020-04-29,TO,
2020-04-28,AC,
2020-04-28,AL,
2020-04-28,AL,
2020-04-28,AM,
2020-04-28,AM,
2020-04-28,AP,
2020-04-28,BA,
2020-04-28,CE,https://github.com/luiseduardobr1/covid19-Ceara/blob/master/boletins/integrasus_28_04_2020.pdf e https://github.com/luiseduardobr1/covid19-Ceara/blob/master/integraSUS_Municipios_CE/municipios_2020-04-28_19_13_55.csv
2020-04-28,DF,
2020-04-28,ES,Com zeros em municípios sem registros
2020-04-28,ES,
2020-04-28,GO,"Foi atribuído 0 para o município de Urutaí pois degundo a SES-GO ""Após investigação mais detalhada quanto ao local de residência, o caso de Urutaí foi retirado dos dados por residir em Minas Gerais"""
2020-04-28,GO,"Foi atribuído 0 para o município de Urutaí pois degundo a SES-GO ""Após investigação mais detalhada quanto ao local de residência, o caso de Urutaí foi retirado dos dados por residir em Minas Gerais"""
2020-04-28,MA,
2020-04-28,MG,"Município de Brasília de Minas não aparece neste boletim, apesar de terem sidos registrado 2 casos no boletim anterior. Município de Divinópolis apresenta redução no número de casos, de 61 no boletim anterior para 60 no atual. O boletim não explica o motivo dessas alterações."
2020-04-28,MS,
2020-04-28,MT,
2020-04-28,PA,
2020-04-28,PB,"Houve uma duplicidade em Brejo do Cruz. Ele permanece com 1 caso e 1 morte e por isso o total de casos é de 698 (e não 699) e de mortes é de 57 (e não 58)
Há um erro no boletim. em contato com a secretaria nos disseram que a morte de Brejo do Cruz tinha sido notificada indevidamente (ela já tinha acontecido no dia 25) Além disso, o a soma do número de casos não bate, mas o total correto é 698"
2020-04-28,PE,Dados da base da Secretaria de Planejamento. A Secretaria de Saúde deixou de informar as cidades dos casos leves da doença
2020-04-28,PE,Dados obtidos do csv do painel. Atualizada com os municípios divulgados no dia seguinte.
2020-04-28,PE,Dados obtidos do csv do painel. Atualizada com os municípios divulgados no dia seguinte.
2020-04-28,PI,Dados atualizados até 23h
2020-04-28,PI,
2020-04-28,PR,
2020-04-28,RJ,Após aviso dados divergentes por conta de termos colocado 0 nos municipios sem caso
2020-04-28,RN,Dados do dia 28 publicados no dia 29
2020-04-28,RN,Dados do dia 28 publicados no dia 29
2020-04-28,RO,
2020-04-28,RS,
2020-04-28,SC,"A partir desta terça-feira, o painel do Governo de Santa Catarina passou a integrar os sistemas do Ministério da Saúde, sendo eles: e-SUS VE e SIVEP Gripe, e assim os casos confirmados por teste rápido sorológico e os casos confirmados por critério clínico e vínculo epidemiológico passaram a ser contabilizados, o que explica o aumento do número de casos."
2020-04-28,SE,
2020-04-28,SE,
2020-04-28,SP,
2020-04-28,TO,
2020-04-27,AC,
2020-04-27,AL,
2020-04-27,AL,
2020-04-27,AM,
2020-04-27,AM,
2020-04-27,AP,
2020-04-27,BA,
2020-04-27,BA,
2020-04-27,CE,https://github.com/luiseduardobr1/covid19-Ceara/blob/master/integraSUS_Municipios_CE/municipios_2020-04-27_20_40_34.csv e https://github.com/luiseduardobr1/covid19-Ceara/blob/master/boletins/integrasus_27_04_2020.pdf
2020-04-27,DF,
2020-04-27,ES,Dados obtidos do csv do painel.
2020-04-27,GO,Há incoerência entre o link da notícia e o pdf para os dados de óbito em investigação e em Luziânia
2020-04-27,GO,Há incoerência entre o link da notícia e o pdf para os dados de óbito em investigação e em Luziânia
2020-04-27,MA,
2020-04-27,MG,
2020-04-27,MS,
